"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"106";"15001016030P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"107";"15001016031P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";11;0;0;1;0;0;1;0,0909090909090909
"108";"15001016032P1";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";"NORTE";"PA";"UFPA";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";19;3;1;4;3;1;4;0,421052631578947
"109";"15001016033P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO/DOUTORADO";21;0;0;2;0;0;2;0,0952380952380952
"110";"15001016034P4";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SOCIOLOGIA E ANTROPOLOGIA";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"111";"15001016035P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO";"MESTRADO/DOUTORADO";24;0;1;0;0;1;0;0,0416666666666667
"112";"15001016036P7";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"113";"15001016037P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"FÍSICA";"MESTRADO/DOUTORADO";14;19;0;1;19;0;1;1,42857142857143
"114";"15001016038P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";11;0;2;0;0;2;0;0,181818181818182
"115";"15001016039P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ODONTOLOGIA";"MESTRADO";14;1;1;1;1;1;1;0,214285714285714
"116";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";"MESTRADO/DOUTORADO";23;0;3;0;0;3;0;0,130434782608696
"117";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA E ESTATÍSTICA";"MESTRADO";16;0;0;2;0;0;2;0,125
"118";"15001016042P7";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOGRAFIA";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"119";"15001016043P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"HISTÓRIA";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"120";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";28;3;8;0;3;8;0;0,392857142857143
"121";"15001016045P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"PSICOLOGIA";"MESTRADO/DOUTORADO";14;0;0;2;0;0;2;0,142857142857143
"122";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"123";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";20;0;0;3;0;0;3;0,15
"124";"15001016049P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";17;9;0;0;9;0;0;0,529411764705882
"125";"15001016050P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECONOMIA";"MESTRADO/DOUTORADO";12;0;0;2;0;0;2;0,166666666666667
"126";"15001016051P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";"DOUTORADO";16;7;1;1;7;1;1;0,5625
"127";"15001016052P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA AQUÁTICA E PESCA";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"128";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIA POLÍTICA";"MESTRADO";9;0;0;0;0;0;0;0
"129";"15001016055P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ARTES";"MESTRADO/DOUTORADO";18;0;2;0;0;2;0;0,111111111111111
"130";"15001016057P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SAÚDE ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"131";"15001016059P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";"MESTRADO PROF.";15;1;1;0;1;1;0;0,133333333333333
"132";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";18;0;2;0;0;2;0;0,111111111111111
"133";"15001016061P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA - UFPA - UFAM";"DOUTORADO";22;0;0;0;0;0;0;0
"134";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";"MESTRADO";15;0;0;0;0;0;0;0
"135";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ARQUITETURA E URBANISMO";"MESTRADO";13;1;0;0;1;0;0;0,0769230769230769
"136";"15001016064P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";23;0;0;0;0;0;0;0
"137";"15001016065P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SEGURANÇA PUBLICA";"MESTRADO PROF.";15;0;0;0;0;0;0;0
"138";"15001016066P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENFERMAGEM";"MESTRADO";12;0;0;0;0;0;0;0
"139";"15001016067P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"LINGUAGENS E SABERES NA AMAZÔNIA";"MESTRADO";22;0;0;0;0;0;0;0
"140";"15001016068P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";18;5;0;3;5;0;3;0,444444444444444
"141";"15001016069P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"PROCESSOS CONSTRUTIVOS E SANEAMENTO URBANO";"MESTRADO PROF.";9;0;0;1;0;0;1;0,111111111111111
"142";"15001016070P0";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"FILOSOFIA";"MESTRADO";9;0;0;0;0;0;0;0
"143";"15001016071P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ONCOLOGIA E CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";22;0;0;3;0;0;3;0,136363636363636
"144";"15001016072P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA INDUSTRIAL";"MESTRADO PROF.";15;0;0;0;0;0;0;0
"145";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO PÚBLICA";"MESTRADO PROF.";14;1;0;0;1;0;0;0,0714285714285714
"146";"15001016075P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE PROCESSOS";"MESTRADO PROF.";17;5;0;0;5;0;0;0,294117647058824
"147";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS E MEIO AMBIENTE";"MESTRADO PROF.";14;5;5;0;5;5;0;0,714285714285714
"148";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"ANÁLISES CLÍNICAS";"MESTRADO PROF.";20;0;5;0;0;5;0;0,25
"149";"15001016078P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO PROF.";23;0;3;1;0;3;1;0,173913043478261
"150";"15001016079P8";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";"MESTRADO";12;1;0;0;1;0;0;0,0833333333333333
"151";"15001016080P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"RECURSOS HÍDRICOS";"MESTRADO PROF.";10;1;0;0;1;0;0;0,1
"152";"15001016081P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";16;0;0;0;0;0;0;0
"153";"15001016082P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"EDUCAÇÃO E CULTURA";"MESTRADO";17;0;0;0;0;0;0;0
"154";"15001016084P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO";16;0;2;0;0;2;0;0,125
"155";"15001016085P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA NAVAL";"MESTRADO";10;1;0;0;1;0;0;0,1
"156";"15001016086P4";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"QUÍMICA MEDICINAL E MODELAGEM MOLECULAR";"MESTRADO";17;3;0;0;3;0;0;0,176470588235294
"157";"15001016087P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"158";"15001016088P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO DE RISCO E DESASTRE NA AMAZÔNIA";"MESTRADO PROF.";14;0;1;0;0;1;0;0,0714285714285714
"159";"15001016089P3";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CURRÍCULO E GESTÃO DA ESCOLA BÁSICA";"MESTRADO";22;0;0;0;0;0;0;0
"160";"15001016090P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE BARRAGEM E GESTÃO AMBIENTAL";"MESTRADO PROF.";13;0;0;0;0;0;0;0
"161";"15001016091P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO";"MESTRADO";14;0;0;0;0;0;0;0
"162";"15001016092P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";11;0;0;5;0;0;5;0,454545454545455
"163";"15001016156P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"164";"15001016157P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;0;0;0;0;0;0;0
"165";"15001016158P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"166";"15001016159P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"167";"15001016160P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"168";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"AGRONOMIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"169";"15002012004P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"CIÊNCIAS BIOLÓGICAS";"MESTRADO";17;0;0;0;0;0;0;0
"170";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS";"MESTRADO";11;0;0;0;0;0;0;0
"171";"15002012006P7";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"172";"15002012007P3";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"BIOTECNOLOGIA APLICADA À AGROPECUÁRIA";"MESTRADO";11;1;0;0;1;0;0;0,0909090909090909
"173";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";12;0;0;2;0;0;2;0,166666666666667
"174";"15002012009P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"175";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DESENVOLVIMENTO E MEIO AMBIENTE URBANO";"MESTRADO";9;0;1;0;0;1;0;0,111111111111111
"176";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UNAMA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";12;0;1;0;0;1;0;0,0833333333333333
"177";"15004015006P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"COMUNICAÇÃO, LINGUAGENS E CULTURA";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"178";"15004015007P6";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DIREITOS FUNDAMENTAIS";"MESTRADO";10;0;0;0;0;0;0;0
"179";"15006018001P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"EDUCAÇÃO";"MESTRADO";17;0;0;0;0;0;0;0
"180";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UEPA";"BIOLOGIA PARASITÁRIA NA AMAZÔNIA";"MESTRADO/DOUTORADO";20;0;3;0;0;3;0;0,15
"181";"15006018003P3";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"ENFERMAGEM";"MESTRADO";18;1;0;0;1;0;0;0,0555555555555556
"182";"15006018004P0";"TEOLOGIA";"TEOL";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"CIÊNCIAS DA RELIGIÃO";"MESTRADO";9;0;0;0;0;0;0;0
"183";"15006018005P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO";12;0;0;0;0;0;0;0
"184";"15006018006P2";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"ENSINO EM SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";15;0;3;2;0;3;2;0,333333333333333
"185";"15006018007P9";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"CIRURGIA E PESQUISA EXPERIMENTAL";"MESTRADO PROF.";14;0;1;0;0;1;0;0,0714285714285714
"186";"15006018008P5";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"ENSINO DE MATEMÁTICA";"MESTRADO PROF.";11;0;0;3;0;0;3;0,272727272727273
"187";"15010015001P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS AQUÁTICOS CONTINENTAIS AMAZÔNICOS";"MESTRADO";12;0;2;0;0;2;0;0,166666666666667
"188";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";19;1;1;0;1;1;0;0,105263157894737
"189";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFOPA";"SOCIEDADE, NATUREZA E DESENVOLVIMENTO";"DOUTORADO";19;1;0;0;1;0;0;0,0526315789473684
"190";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"BIOCIÊNCIAS";"MESTRADO";19;2;0;0;2;0;0;0,105263157894737
"191";"15010015005P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"EDUCAÇÃO";"MESTRADO";15;0;0;0;0;0;0;0
"192";"15010015070P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"CIÊNCIAS DA SOCIEDADE";"MESTRADO";17;1;0;0;1;0;0;0,0588235294117647
"193";"15010015071P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"SOCIEDADE, AMBIENTE E QUALIDADE DE VIDA";"MESTRADO";15;0;0;0;0;0;0;0
"194";"15010015072P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"195";"15012018001P7";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"NORTE";"PA";"IEC";"VIROLOGIA";"MESTRADO/DOUTORADO";19;0;3;2;0;3;2;0,263157894736842
"196";"15013014001P3";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";"NORTE";"PA";"CESUPA";"DIREITO, POLÍTICAS PÚBLICAS E DESENVOLVIMENTO REGIONAL";"MESTRADO";11;0;0;0;0;0;0;0
"197";"15013014002P0";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"CESUPA";"ENSINO EM SAÚDE";"MESTRADO PROF.";11;0;0;0;0;0;0;0
"198";"15013014003P6";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"CESUPA";"CLÍNICA ODONTOLÓGICA";"MESTRADO PROF.";12;0;0;0;0;0;0;0
"199";"15021017001P2";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"FSCMPA";"GESTÃO E SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";12;0;0;2;0;0;2;0,166666666666667
"200";"15024016001P1";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"ITV DS";"USO SUSTENTÁVEL DE RECURSOS NATURAIS EM REGIÕES TROPICAIS";"MESTRADO PROF.";24;2;0;4;2;0;4;0,25
"201";"15025012001P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UNIFESSPA";"DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA";"MESTRADO";14;0;0;1;0;0;1;0,0714285714285714
"202";"15025012070P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;0;0;0;0;0;0;0
"203";"15025012071P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"204";"15025012072P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"205";"15027007039P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORTE";"PA";"MPEG";"BIODIVERSIDADE E EVOLUÇÃO";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"206";"16003012001P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIAS DO AMBIENTE";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"207";"16003012002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIA ANIMAL TROPICAL";"MESTRADO/DOUTORADO";13;0;0;1;0;0;1;0,0769230769230769
"208";"16003012003P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";16;3;3;0;3;3;0;0,375
"209";"16003012004P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";16;0;0;1;0;0;1;0,0625
"210";"16003012005P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"AGROENERGIA";"MESTRADO";10;3;0;0;3;0;0;0,3
